d_odds,odds,home_name,score,away_name,_id,a_odds,result,match_id,time,h_odds
3.16,,墨尔本城,5:0,阿德莱德联,20180121001,3.20,3,周日001,2018-01-21,2.00
2.40,,内卡萨,1:3,瓜达拉哈拉,20180121076,2.87,0,周六076,2018-01-21,2.75
4.02,,帕丘卡,3:1,普埃布拉大学,20180121075,3.70,3,周六075,2018-01-21,1.64
5.45,,蒙特雷,0:0,蒂华纳,20180121074,3.90,1,周六074,2018-01-21,1.45
1.92,,克雷塔罗,0:0,老虎大学,20180121073,3.10,1,周六073,2018-01-21,3.50
2.10,,南部女王,1:2,帕尔蒂克,20180120047,3.15,0,周六047,2018-01-20,2.98
3.26,,马瑟韦尔,2:0,汉密尔顿,20180120046,3.10,3,周六046,2018-01-20,2.00
3.62,,基尔马诺克,1:0,罗斯郡,20180120045,3.20,3,周六045,2018-01-20,1.85
3.95,,邓迪FC,2:2,因弗内斯,20180120044,3.35,1,周六044,2018-01-20,1.73
--,,凯尔特人,5:0,布里金城,20180120043,--,3,周六043,2018-01-20,--
3.30,,埃弗顿,1:1,西布罗姆维奇,20180120016,2.82,1,周六016,2018-01-20,2.12
1.36,,伯恩利,0:1,曼彻斯特联,20180120015,3.85,0,周六015,2018-01-20,7.45
7.20,,阿森纳,4:1,水晶宫,20180120014,4.30,3,周六014,2018-01-20,1.32
2.66,,沃尔夫斯堡,1:3,法兰克福,20180120013,3.05,0,周六013,2018-01-20,2.35
2.22,,霍芬海姆,1:4,勒沃库森,20180120012,3.45,0,周六012,2018-01-20,2.58
2.97,,特鲁瓦,1:1,圣埃蒂安,20180125003,3.05,1,周三003,2018-01-25,2.15
6.20,,拉齐奥,3:0,乌迪内斯,20180125002,4.20,3,周三002,2018-01-25,1.37
3.05,,韩国U23,3:2,澳大利亚U23,20180117018,2.80,3,周三018,2018-01-17,2.25
3.22,,叙利亚U23,0:0,越南U23,20180117017,2.95,1,周三017,2018-01-17,2.09
6.50,,帕丘卡,0:1,圣路易斯,20180117026,4.30,0,周二026,2018-01-17,1.35
5.50,,蓝十字,1:3,普埃布拉,20180117025,3.50,0,周二025,2018-01-17,1.51
4.60,,内卡萨,5:0,萨卡特佩克,20180117024,3.40,3,周二024,2018-01-17,1.62
2.75,,亨克,0:1,安德莱赫特,20180122025,3.30,0,周日025,2018-01-22,2.17
1.76,,卡利亚里,1:2,AC米兰,20180122024,3.22,0,周日024,2018-01-22,4.00
6.05,,沙尔克04,1:1,汉诺威96,20180122023,4.10,1,周日023,2018-01-22,1.39
2.65,,费伦斯,1:0,摩雷伦斯,20180122022,2.75,3,周日022,2018-01-22,2.58
3.40,,阿维斯,0:2,费雷拉,20180122021,3.10,0,周日021,2018-01-22,1.95
3.25,,蓝十字,0:0,莱昂,20180121072,3.32,1,周六072,2018-01-21,1.92
6.10,,圣保罗,0:0,新奥里藏蒂诺,20180121071,3.75,1,周六071,2018-01-21,1.43
1.94,,波尔蒂芒尼斯,1:2,布拉加,20180121070,3.25,0,周六070,2018-01-21,3.26
3.15,,维迪斯,1:1,海伦芬,20180121069,3.45,1,周六069,2018-01-21,1.92
1.46,,拉斯帕尔马斯,2:1,巴伦西亚,20180121068,4.25,3,周六068,2018-01-21,4.80
1.88,,弗赖堡,2:1,莱比锡红牛,20180120011,3.40,3,周六011,2018-01-20,3.30
2.55,,美因茨,3:2,斯图加特,20180120010,3.00,3,周六010,2018-01-20,2.48
2.96,,门兴格拉德巴赫,2:0,奥格斯堡,20180120009,3.35,3,周六009,2018-01-20,2.03
5.50,,尼姆,3:0,沙托鲁,20180120008,3.95,3,周六008,2018-01-20,1.44
1.47,,布赖顿,0:4,切尔西,20180120007,3.55,0,周六007,2018-01-20,6.00
1.92,,萨卡特卡斯,0:1,桑托斯拉古纳,20180117023,3.35,0,周二023,2018-01-17,3.25
2.93,,布尔格,3:5,奎维利鲁昂,20180117022,3.25,0,周二022,2018-01-17,2.08
8.10,,兰斯,1:0,图尔,20180117021,4.45,3,周二021,2018-01-17,1.28
1.68,,沙托鲁,3:1,洛里昂,20180117020,3.45,3,周二020,2018-01-17,4.10
4.43,,克莱蒙,3:0,瓦朗谢纳,20180117019,3.45,3,周二019,2018-01-17,1.63
9.30,,摩纳哥,3:1,梅斯,20180122020,5.30,3,周日020,2018-01-22,1.20
1.58,,南安普敦,1:1,托特纳姆热刺,20180122019,3.60,1,周日019,2018-01-22,4.60
1.20,,赫拉克勒斯,1:2,PSV埃因霍温,20180121018,5.60,0,周日018,2018-01-21,8.60
--,,皇家马德里,7:1,拉科鲁尼亚,20180121017,--,3,周日017,2018-01-21,--
--,,拜仁慕尼黑,4:2,云达不来梅,20180121016,--,3,周日016,2018-01-21,--
2.72,,梅赫伦,0:2,聚尔特瓦雷赫姆,20180121067,3.30,0,周六067,2018-01-21,2.18
3.22,,贝弗伦,3:1,圣图尔登,20180121066,3.30,3,周六066,2018-01-21,1.94
4.85,,奥斯坦德,2:1,科特赖克,20180121065,3.90,3,周六065,2018-01-21,1.50
2.51,,亚眠,3:1,甘冈,20180121064,2.90,3,周六064,2018-01-21,2.59
3.48,,斯特拉斯堡,3:2,第戎,20180121063,3.25,3,周六063,2018-01-21,1.87
8.75,,阿伯丁,4:1,圣米伦,20180120006,4.65,3,周六006,2018-01-20,1.25
2.30,,西班牙人,0:3,塞维利亚,20180120005,3.05,0,周六005,2018-01-20,2.73
10.50,,伊拉克U23,1:1,越南U23,20180120004,4.20,1,周六004,2018-01-20,1.26
8.55,,悉尼FC,1:1,中央海岸水手,20180120003,4.85,1,周六003,2018-01-20,1.24
11.25,,韩国U23,2:1,马来西亚U23,20180120002,5.60,3,周六002,2018-01-20,1.16
2.30,,哈茨,1:0,希伯尼安,20180121015,2.90,3,周日015,2018-01-21,2.86
4.75,,尼斯,1:0,圣埃蒂安,20180121014,3.60,3,周日014,2018-01-21,1.56
4.42,,乌迪内斯,1:1,费拉拉SPAL,20180121013,3.50,1,周日013,2018-01-21,1.62
2.24,,桑普多利亚,3:1,佛罗伦萨,20180121012,3.20,3,周日012,2018-01-21,2.70
4.68,,博洛尼亚,3:0,贝内文托,20180121011,3.65,3,周日011,2018-01-21,1.56
6.80,,布鲁日,5:1,沙勒罗瓦,20180117011,3.80,3,周二011,2018-01-17,1.39
6.70,,西汉姆联,0:0,什鲁斯伯里,20180117010,3.70,1,周二010,2018-01-17,1.41
6.20,,谢菲尔德星期三,2:0,卡利斯尔联,20180117009,3.95,3,周二009,2018-01-17,1.40
5.55,,蒙彼利埃,2:1,图卢兹,20180121062,3.20,3,周六062,2018-01-21,1.57
3.60,,雷恩,1:0,昂热,20180121061,3.00,3,周六061,2018-01-21,1.93
2.76,,特鲁瓦,1:0,里尔,20180121060,2.88,3,周六060,2018-01-21,2.38
5.40,,兹沃勒,1:0,布雷达,20180121059,4.00,3,周六059,2018-01-21,1.44
3.15,,海牙,1:1,芬洛,20180121058,3.30,1,周六058,2018-01-21,1.97
4.80,,纽卡斯尔喷气机,2:3,惠灵顿凤凰,20180120001,4.15,0,周六001,2018-01-20,1.47
2.42,,阿特拉斯,1:3,托卢卡,20180120029,3.13,0,周五029,2018-01-20,2.53
4.60,,普埃布拉,2:0,韦拉克鲁斯,20180120028,3.20,3,周五028,2018-01-20,1.67
--,,波尔图,1:0,通德拉,20180120027,--,3,周五027,2018-01-20,--
2.50,,赫塔费,2:2,毕尔巴鄂竞技,20180120026,2.90,1,周五026,2018-01-20,2.60
2.55,,萨索洛,1:1,都灵,20180121010,3.10,1,周日010,2018-01-21,2.41
9.50,,拉齐奥,5:1,切沃,20180121009,5.65,3,周日009,2018-01-21,1.18
1.95,,曼斯菲尔德,1:4,加的夫城,20180117008,3.15,0,周二008,2018-01-17,3.35
12.00,,莱切斯特城,2:0,福利特伍德,20180117007,5.25,3,周二007,2018-01-17,1.17
2.35,,奥斯坦德,1:2,亨克,20180117006,3.30,0,周二006,2018-01-17,2.50
1.83,,鹿特丹斯巴达,0:1,维迪斯,20180117005,3.45,0,周二005,2018-01-17,3.42
10.00,,马赛,2:0,斯特拉斯堡,20180117004,5.75,3,周二004,2018-01-17,1.17
12.25,,本菲卡,3:0,沙维什,20180121057,5.85,3,周六057,2018-01-21,1.14
1.97,,罗达JC,1:1,特温特,20180121056,3.35,1,周六056,2018-01-21,3.10
5.90,,比利亚雷亚尔,2:1,莱万特,20180121055,3.70,3,周六055,2018-01-21,1.45
1.59,,卡昂,0:2,马赛,20180120025,3.55,0,周五025,2018-01-20,4.60
2.05,,利物浦,4:3,曼彻斯特城,20180115010,3.20,3,周日010,2018-01-15,3.05
2.00,,阿拉维斯,1:0,塞维利亚,20180114009,3.10,3,周日009,2018-01-14,3.26
1.93,,科隆,2:1,门兴格拉德巴赫,20180114008,3.35,3,周日008,2018-01-14,3.20
4.65,,波尔多,0:2,卡昂,20180117003,3.10,0,周二003,2018-01-17,1.69
12.50,,沙特U23,0:1,马来西亚U23,20180116002,6.10,0,周二002,2018-01-16,1.13
4.95,,伊拉克U23,1:0,约旦U23,20180116001,2.92,3,周二001,2018-01-16,1.71
3.51,,圣埃蒂安,2:0,图卢兹,20180114007,2.97,3,周日007,2018-01-14,1.97
1.73,,伯恩茅斯,2:1,阿森纳,20180114006,3.50,3,周日006,2018-01-14,3.76
1.48,,叙利亚U23,0:0,韩国U23,20180114005,3.40,1,周日005,2018-01-14,6.25
2.01,,莱万特,0:1,维戈塞尔塔,20180114004,3.20,0,周日004,2018-01-14,3.15
1.60,,阿德莱德联,0:0,悉尼FC,20180114003,3.60,1,周日003,2018-01-14,4.42
2.90,,沃尔索尔,2:1,牛津联,20180113040,3.12,3,周六040,2018-01-13,2.16
2.83,,南安联,1:2,福利特伍德,20180113039,2.90,0,周六039,2018-01-13,2.32
3.38,,朴次茅斯,1:1,斯肯索普,20180113038,3.15,1,周六038,2018-01-13,1.94
1.17,,越南U23,1:0,澳大利亚U23,20180114002,5.35,3,周日002,2018-01-14,11.50
1.83,,中央海岸水手,2:2,墨尔本城,20180114001,3.35,1,周日001,2018-01-14,3.52
2.82,,瓜达拉哈拉,1:3,蓝十字,20180114060,2.87,0,周六060,2018-01-14,2.35
3.06,,莱昂,3:1,托卢卡,20180114059,3.30,3,周六059,2018-01-14,2.00
4.50,,老虎大学,2:1,桑托斯拉古纳,20180114058,3.60,3,周六058,2018-01-14,1.59
3.70,,法兰克福,1:1,弗赖堡,20180113010,3.30,1,周六010,2018-01-13,1.80
7.05,,洛里昂,4:1,阿雅克肖GFCO,20180113009,4.15,3,周六009,2018-01-13,1.34
5.40,,加的夫城,4:0,桑德兰,20180113008,3.60,3,周六008,2018-01-13,1.50
2.18,,奥德汉姆,1:1,罗瑟汉姆,20180113037,3.25,1,周六037,2018-01-13,2.76
2.72,,米尔顿凯恩斯,0:0,AFC温布尔登,20180113036,2.90,1,周六036,2018-01-13,2.40
2.55,,吉灵汉姆,2:1,罗奇代尔,20180113035,3.10,3,周六035,2018-01-13,2.42
5.15,,唐卡斯特,1:1,普利茅斯,20180113034,3.60,1,周六034,2018-01-13,1.52
2.38,,贝里,0:1,查尔顿,20180113033,3.05,0,周六033,2018-01-13,2.62
4.00,,墨西哥美洲,2:2,帕丘卡,20180114057,3.30,1,周六057,2018-01-14,1.74
3.00,,普埃布拉大学,0:2,克雷塔罗,20180114056,3.25,0,周六056,2018-01-14,2.05
1.85,,布拉加,1:3,本菲卡,20180114055,3.25,0,周六055,2018-01-14,3.55
1.90,,拉科鲁尼亚,1:2,巴伦西亚,20180114054,3.45,0,周六054,2018-01-14,3.20
3.05,,卡昂,0:1,里尔,20180114053,2.90,0,周六053,2018-01-14,2.19
4.85,,赫罗纳,6:0,拉斯帕尔马斯,20180113007,3.85,3,周六007,2018-01-13,1.51
1.16,,泰国U23,0:1,日本U23,20180113006,5.30,0,周六006,2018-01-13,13.00
1.86,,沙特U23,0:0,伊拉克U23,20180113005,2.95,1,周六005,2018-01-13,3.95
6.60,,墨尔本胜利,3:2,珀斯光荣,20180113004,4.65,3,周六004,2018-01-13,1.31
1.47,,巴勒斯坦U23,1:1,朝鲜U23,20180113003,3.40,1,周六003,2018-01-13,6.05
4.70,,布拉德福德,1:2,北安普敦,20180113032,3.65,0,周六032,2018-01-13,1.56
3.08,,布莱克浦,0:0,布里斯托尔流浪,20180113031,3.35,1,周六031,2018-01-13,1.98
3.67,,布莱克本,3:1,什鲁斯伯里,20180113030,2.80,3,周六030,2018-01-13,2.00
2.92,,米尔沃尔,1:1,普雷斯顿,20180113029,3.05,1,周六029,2018-01-13,2.18
3.18,,米德尔斯堡,0:1,富勒姆,20180113028,3.35,0,周六028,2018-01-13,1.94
6.50,,尼斯,1:0,亚眠,20180114052,3.90,3,周六052,2018-01-14,1.39
2.08,,蒙彼利埃,0:0,摩纳哥,20180114051,3.05,1,周六051,2018-01-14,3.12
2.54,,特鲁瓦,0:1,波尔多,20180114050,2.92,0,周六050,2018-01-14,2.54
3.88,,第戎,1:1,梅斯,20180114049,3.30,1,周六049,2018-01-14,1.76
3.15,,费雷拉,0:0,马里迪莫,20180114048,2.80,1,周六048,2018-01-14,2.20
1.10,,马来西亚U23,1:1,约旦U23,20180113002,6.25,1,周六002,2018-01-13,16.50
2.79,,惠灵顿凤凰,1:1,西悉尼漫步者,20180113001,3.45,1,周六001,2018-01-13,2.08
2.32,,伊普斯维奇,1:0,利兹联,20180113027,3.05,3,周六027,2018-01-13,2.70
3.45,,赫尔城,0:0,雷丁,20180113026,3.20,1,周六026,2018-01-13,1.90
2.40,,伯顿,1:3,女王公园巡游者,20180113025,3.05,0,周六025,2018-01-13,2.60
3.16,,布里斯托尔城,0:1,诺维奇,20180113024,3.25,0,周六024,2018-01-13,1.98
6.20,,布伦特福德,2:0,博尔顿,20180113023,4.40,3,周六023,2018-01-13,1.35
1.72,,埃瓦尔,0:1,马德里竞技,20180114047,3.10,0,周六047,2018-01-14,4.45
3.00,,莱比锡红牛,3:1,沙尔克04,20180114046,3.06,3,周六046,2018-01-14,2.13
2.33,,诺丁汉森林,0:1,阿斯顿维拉,20180114045,3.10,0,周六045,2018-01-14,2.65
11.50,,托特纳姆热刺,4:0,埃弗顿,20180114044,5.40,3,周六044,2018-01-14,1.17
1.75,,雷恩,0:3,马赛,20180114043,3.35,0,周六043,2018-01-14,3.85
2.05,,伯明翰,0:3,德比郡,20180113022,2.92,0,周六022,2018-01-13,3.35
1.36,,巴恩斯利,0:0,狼队,20180113021,4.00,1,周六021,2018-01-13,6.95
3.92,,西布罗姆维奇,2:0,布赖顿,20180113020,2.85,3,周六020,2018-01-13,1.91
2.50,,沃特福德,2:2,南安普敦,20180113019,3.10,1,周六019,2018-01-13,2.46
5.05,,纽卡斯尔联,1:1,斯旺西,20180113018,3.35,1,周六018,2018-01-13,1.58
11.75,,皇家马德里,0:1,比利亚雷亚尔,20180113042,6.95,0,周六042,2018-01-13,1.11
6.85,,维冈竞技,0:0,彼得堡联,20180113041,4.55,1,周六041,2018-01-13,1.31
2.45,,哈德斯菲尔德,1:4,西汉姆联,20180113017,2.78,0,周六017,2018-01-13,2.77
3.40,,水晶宫,1:0,伯恩利,20180113016,3.00,3,周六016,2018-01-13,2.00
10.00,,切尔西,0:0,莱切斯特城,20180113015,5.10,1,周六015,2018-01-13,1.20
2.57,,云达不来梅,1:1,霍芬海姆,20180113014,3.23,1,周六014,2018-01-13,2.32
3.66,,斯图加特,1:0,柏林赫塔,20180113013,3.20,3,周六013,2018-01-13,1.84
2.95,,汉诺威96,3:2,美因茨,20180113012,3.15,3,周六012,2018-01-13,2.12
4.15,,奥格斯堡,1:0,汉堡,20180113011,3.45,3,周六011,2018-01-13,1.67
2.29,,克雷塔罗,0:1,墨西哥美洲,20180108022,3.00,0,周日022,2018-01-08,2.78
19.00,,波尔图,4:2,吉马良斯,20180108021,6.65,3,周日021,2018-01-08,1.08
1.09,,雷恩,1:6,巴黎圣日尔曼,20180108020,6.70,0,周日020,2018-01-08,16.00
1.33,,维戈塞尔塔,2:2,皇家马德里,20180108019,4.85,1,周日019,2018-01-08,5.85
3.30,,托卢卡,1:1,瓜达拉哈拉,20180108018,3.11,1,周日018,2018-01-08,1.98
17.50,,里斯本竞技,5:0,马里迪莫,20180108017,6.15,3,周日017,2018-01-08,1.10
6.15,,比利亚雷亚尔,1:1,拉科鲁尼亚,20180108016,4.05,1,周日016,2018-01-08,1.39
5.70,,毕尔巴鄂竞技,2:0,阿拉维斯,20180108015,3.35,3,周日015,2018-01-08,1.53
2.40,,敦刻尔克,2:4,梅斯,20180108014,3.00,0,周日014,2018-01-08,2.64
2.88,,索肖,6:0,亚眠,20180108013,3.05,3,周日013,2018-01-08,2.20
1.26,,摩雷伦斯,0:2,本菲卡,20180108012,4.60,0,周日012,2018-01-08,8.50
1.40,,诺丁汉森林,4:2,阿森纳,20180108011,4.15,3,周日011,2018-01-08,5.75
--,,巴塞罗那,3:0,莱万特,20180107010,--,3,周日010,2018-01-07,--
--,,托特纳姆热刺,3:0,AFC温布尔登,20180107009,--,3,周日009,2018-01-07,--
2.03,,什鲁斯伯里,0:0,西汉姆联,20180107008,2.95,1,周日008,2018-01-07,3.36
2.60,,昂热,0:2,洛里昂,20180107007,3.00,0,周日007,2018-01-07,2.43
3.52,,斯特拉斯堡,1:1,第戎,20180107006,3.25,1,周日006,2018-01-07,1.86
17.00,,马赛,0:0,瓦朗谢纳,20180107005,6.90,1,周日005,2018-01-07,1.08
2.83,,圣埃蒂安,2:0,尼姆,20180107004,3.20,3,周日004,2018-01-07,2.16
1.89,,纽波特郡,2:1,利兹联,20180107003,3.20,3,周日003,2018-01-07,3.50
3.82,,沙维什,1:1,阿维斯,20180107002,3.15,1,周日002,2018-01-07,1.82
2.17,,莱加内斯,1:0,皇家社会,20180107001,2.86,3,周日001,2018-01-07,3.14
4.00,,内卡萨,0:0,韦拉克鲁斯,20180107053,3.10,1,周六053,2018-01-07,1.80
3.90,,帕丘卡,2:3,美洲狮,20180107052,3.45,0,周六052,2018-01-07,1.72
8.25,,蒙特雷,1:1,莫雷利亚,20180107051,4.80,1,周六051,2018-01-07,1.25
3.95,,蓝十字,0:0,蒂华纳,20180107050,3.25,1,周六050,2018-01-07,1.76
2.35,,拉斯帕尔马斯,1:2,埃瓦尔,20180107045,3.30,0,周六045,2018-01-07,2.50
1.37,,诺维奇,0:0,切尔西,20180107044,4.25,1,周六044,2018-01-07,6.10
1.10,,伊泽尔,2:5,摩纳哥,20180107043,6.75,0,周六043,2018-01-07,14.00
4.55,,布拉加,2:1,里奥阿维,20180107049,3.35,3,周六049,2018-01-07,1.64
1.38,,南锡,2:3,里昂,20180107048,4.10,0,周六048,2018-01-07,6.20
6.30,,塞维利亚,3:5,皇家贝蒂斯,20180107047,4.35,0,周六047,2018-01-07,1.35
1.21,,卡利亚里,0:1,尤文图斯,20180107046,4.82,0,周六046,2018-01-07,10.50
3.25,,查尔顿,1:0,奥德汉姆,20180106015,3.30,3,周六015,2018-01-06,1.93
2.58,,图卢兹,1:0,尼斯,20180106014,2.95,3,周六014,2018-01-06,2.48
1.58,,勒芒,2:4,里尔,20180106013,3.50,0,周六013,2018-01-06,4.75
7.65,,甘冈,1:0,尼奥尔,20180107042,4.25,3,周六042,2018-01-07,1.31
4.05,,罗马,1:2,亚特兰大,20180107041,3.40,0,周六041,2018-01-07,1.70
5.90,,巴伦西亚,2:1,赫罗纳,20180106040,4.25,3,周六040,2018-01-06,1.38
1.79,,卡利斯尔联,0:0,谢菲尔德星期三,20180106039,3.35,1,周六039,2018-01-06,3.68
1.40,,费拉拉SPAL,2:5,拉齐奥,20180106012,4.15,0,周六012,2018-01-06,5.75
1.78,,贝内文托,3:2,桑普多利亚,20180106011,3.55,3,周六011,2018-01-06,3.50
--,,那不勒斯,2:0,维罗纳,20180106010,--,3,周六010,2018-01-06,--
3.02,,热那亚,1:0,萨索洛,20180106009,3.00,3,周六009,2018-01-06,2.15
11.50,,AC米兰,1:0,克罗托内,20180106008,5.35,3,周六008,2018-01-06,1.17
2.83,,布莱克本,0:1,赫尔城,20180106038,3.20,0,周六038,2018-01-06,2.16
1.61,,约维尔,2:0,布拉德福德,20180106037,3.55,3,周六037,2018-01-06,4.45
1.73,,威科姆,1:5,普雷斯顿,20180106036,3.40,0,周六036,2018-01-06,3.90
4.30,,狼队,0:0,斯旺西,20180106035,3.25,1,周六035,2018-01-06,1.70
6.60,,沃特福德,3:0,布里斯托尔城,20180106034,4.55,3,周六034,2018-01-06,1.32
2.33,,北安普敦,3:1,南安联,20180106007,3.20,3,周六007,2018-01-06,2.58
6.40,,米德尔斯堡,2:0,桑德兰,20180106006,3.65,3,周六006,2018-01-06,1.43
1.39,,福利特伍德,0:0,莱切斯特城,20180106005,4.10,1,周六005,2018-01-06,6.05
11.50,,马德里竞技,2:0,赫塔费,20180106004,4.65,3,周六004,2018-01-06,1.21
3.60,,都灵,3:0,博洛尼亚,20180106003,3.16,3,周六003,2018-01-06,1.87
1.80,,斯蒂文尼奇,0:0,雷丁,20180106033,3.25,1,周六033,2018-01-06,3.75
4.90,,女王公园巡游者,0:1,米尔顿凯恩斯,20180106032,3.70,0,周六032,2018-01-06,1.53
7.75,,纽卡斯尔联,3:1,卢顿,20180106031,4.70,3,周六031,2018-01-06,1.27
4.05,,米尔沃尔,4:1,巴恩斯利,20180106030,3.45,3,周六030,2018-01-06,1.69
--,,曼彻斯特城,4:1,伯恩利,20180106029,--,3,周六029,2018-01-06,--
5.40,,墨尔本城,2:1,惠灵顿凤凰,20180106002,4.10,3,周六002,2018-01-06,1.43
5.50,,墨尔本胜利,1:1,中央海岸水手,20180106001,3.95,1,周六001,2018-01-06,1.44
2.17,,伊普斯维奇,0:1,谢菲尔德联,20180106028,3.15,0,周六028,2018-01-06,2.85
2.15,,富勒姆,0:1,南安普敦,20180106027,3.30,0,周六027,2018-01-06,2.77
1.32,,埃克塞特城,0:2,西布罗姆维奇,20180106026,4.30,0,周六026,2018-01-06,7.25
3.90,,唐卡斯特,0:1,罗奇代尔,20180106025,3.30,0,周六025,2018-01-06,1.76
1.54,,考文垂,2:1,斯托克城,20180106024,3.60,3,周六024,2018-01-06,4.95
3.10,,本菲卡,1:1,里斯本竞技,20180104013,2.85,1,周三013,2018-01-04,2.20
6.16,,里奥阿维,4:2,费雷拉,20180104012,3.60,3,周三012,2018-01-04,1.45
1.11,,费伦斯,1:2,波尔图,20180104011,5.90,0,周三011,2018-01-04,17.00
6.40,,加的夫城,0:0,曼斯菲尔德,20180106023,4.20,1,周六023,2018-01-06,1.36
5.80,,布伦特福德,0:1,诺茨郡,20180106022,4.40,0,周六022,2018-01-06,1.37
2.02,,博尔顿,1:2,哈德斯菲尔德,20180106021,3.10,0,周六021,2018-01-06,3.22
3.55,,伯明翰,1:0,伯顿,20180106020,3.00,3,周六020,2018-01-06,1.95
1.77,,拉斯帕尔马斯,1:1,巴伦西亚,20180104010,3.55,1,周三010,2018-01-04,3.55
1.52,,加的斯,0:2,塞维利亚,20180104009,3.60,0,周三009,2018-01-04,5.15
10.50,,尤文图斯,2:0,都灵,20180104008,5.00,3,周三008,2018-01-04,1.20
2.20,,阿森纳,2:2,切尔西,20180104007,3.17,1,周三007,2018-01-04,2.78
2.90,,马里迪莫,1:2,沙维什,20180104006,2.80,0,周三006,2018-01-04,2.35
5.40,,阿斯顿维拉,1:3,彼得堡联,20180106019,3.85,0,周六019,2018-01-06,1.46
3.25,,伯恩茅斯,2:2,维冈竞技,20180106018,3.35,1,周六018,2018-01-06,1.91
3.06,,普利茅斯,3:0,贝里,20180106017,3.30,3,周六017,2018-01-06,2.00
2.43,,牛津联,1:0,布莱克浦,20180106016,3.20,3,周六016,2018-01-06,2.47
3.38,,阿维斯,1:2,摩雷伦斯,20180104005,2.95,0,周三005,2018-01-04,2.02
1.98,,博阿维斯塔,1:3,布拉加,20180104004,2.90,0,周三004,2018-01-04,3.60
1.65,,福门特拉,1:3,阿拉维斯,20180104003,3.10,0,周三003,2018-01-04,5.00
1.09,,莱里达,0:4,马德里竞技,20180104002,6.20,0,周三002,2018-01-04,20.00
6.10,,悉尼FC,2:2,纽卡斯尔喷气机,20180103001,4.25,1,周三001,2018-01-03,1.37
1.29,,北安普敦,0:1,维冈竞技,20180101019,4.40,0,周一019,2018-01-01,7.90
2.40,,福利特伍德,1:2,布拉德福德,20180101018,2.93,0,周一018,2018-01-01,2.70
3.75,,雷丁,0:2,伯明翰,20180103008,3.00,0,周二008,2018-01-03,1.89
--,,曼彻斯特城,3:1,沃特福德,20180103007,--,3,周二007,2018-01-03,--
5.15,,那不勒斯,1:2,亚特兰大,20180103006,3.60,0,周二006,2018-01-03,1.52
5.60,,富勒姆,4:1,伊普斯维奇,20180103005,4.05,3,周二005,2018-01-03,1.42
4.50,,狼队,3:0,布伦特福德,20180103004,3.75,3,周二004,2018-01-03,1.56
4.35,,桑普多利亚,2:0,费拉拉SPAL,20171230010,3.65,3,周六010,2017-12-30,1.60
3.05,,都灵,0:0,热那亚,20171230009,3.00,1,周六009,2017-12-30,2.14
2.60,,博洛尼亚,1:2,乌迪内斯,20171230008,3.05,0,周六008,2017-12-30,2.40
1.89,,约旦U23,2:2,沙特U23,20180110005,3.02,1,周三005,2018-01-10,3.72
3.98,,查尔顿,1:2,吉灵汉姆,20180101017,3.45,0,周一017,2018-01-01,1.70
2.40,,布里斯托尔流浪,2:1,朴次茅斯,20180101016,3.20,3,周一016,2018-01-01,2.50
2.77,,AFC温布尔登,2:0,南安联,20180101015,3.00,3,周一015,2018-01-01,2.30
3.35,,桑德兰,0:1,巴恩斯利,20180101014,3.15,0,周一014,2018-01-01,1.95
4.25,,谢菲尔德星期三,0:3,伯顿,20180101013,3.25,0,周一013,2018-01-01,1.71
4.50,,西汉姆联,2:1,西布罗姆维奇,20180103003,2.95,3,周二003,2018-01-03,1.76
1.20,,斯旺西,0:2,托特纳姆热刺,20180103002,4.90,0,周二002,2018-01-03,11.00
2.10,,贝内文托,1:0,切沃,20171230007,3.15,3,周六007,2017-12-30,2.98
7.75,,亚特兰大,1:2,卡利亚里,20171230006,4.45,0,周六006,2017-12-30,1.29
11.00,,罗马,1:1,萨索洛,20171230005,5.70,1,周六005,2017-12-30,1.16
9.25,,凯尔特人,0:0,格拉斯哥流浪者,20171230004,4.80,1,周六004,2017-12-30,1.23
2.85,,佛罗伦萨,1:1,AC米兰,20171230003,3.20,1,周六003,2017-12-30,2.15
2.65,,西悉尼漫步者,1:1,阿德莱德联,20180110004,3.02,1,周三004,2018-01-10,2.38
17.00,,伊拉克U23,4:1,马来西亚U23,20180110003,6.90,3,周三003,2018-01-10,1.08
5.30,,朝鲜U23,1:0,泰国U23,20180110002,3.42,3,周三002,2018-01-10,1.52
1.69,,惠灵顿凤凰,2:1,墨尔本胜利,20180110001,3.65,3,周三001,2018-01-10,3.80
8.30,,莱昂,1:0,梅里达雄鹿,20180110018,4.80,3,周二018,2018-01-10,1.25
2.47,,女王公园巡游者,2:1,加的夫城,20180101012,3.15,3,周一012,2018-01-01,2.47
2.60,,普雷斯顿,2:3,米德尔斯堡,20180101011,2.80,0,周一011,2018-01-01,2.58
3.50,,诺维奇,2:1,米尔沃尔,20180101010,3.15,3,周一010,2018-01-01,1.90
4.05,,利兹联,0:0,诺丁汉森林,20180101009,3.45,1,周一009,2018-01-01,1.69
3.30,,德比郡,1:1,谢菲尔德联,20180101008,3.15,1,周一008,2018-01-01,1.97
2.90,,帕尔蒂克,2:0,罗斯郡,20171230040,3.00,3,周六040,2017-12-30,2.22
3.12,,马瑟韦尔,1:3,汉密尔顿,20171230039,3.08,0,周六039,2017-12-30,2.07
4.80,,希伯尼安,1:1,基尔马诺克,20171230038,3.42,1,周六038,2017-12-30,1.59
