d_odds,odds,home_name,score,away_name,_id,a_odds,result,match_id,time,h_odds
2.07,,老虎竞技,1:1,阿根廷独立,20180320006,3.00,1,周一006,2018-03-20,3.20
3.00,,瓦奇巴托,2:0,拉卡莱拉联合,20180320005,3.30,3,周一005,2018-03-20,2.03
2.78,,班菲尔德,0:2,圣菲联合,20180320004,2.78,0,周一004,2018-03-20,2.45
2.15,,布雷斯特,0:2,尼姆,20180320003,3.25,0,周一003,2018-03-20,2.82
3.10,,唐卡斯特,2:0,布拉德福德,20180320002,3.05,3,周一002,2018-03-20,2.09
2.57,,奥厄,2:1,菲尔特,20180320001,2.90,3,周一001,2018-03-20,2.53
2.70,,韦拉克鲁斯,3:1,阿特拉斯,20180319066,2.85,3,周日066,2018-03-19,2.46
3.60,,天主大学,3:1,西班牙联合,20180319065,3.50,3,周日065,2018-03-19,1.77
6.90,,河床,3:1,贝尔格拉诺,20180319064,3.85,3,周日064,2018-03-19,1.38
1.88,,博塔弗戈SP,0:0,桑托斯,20180319063,3.05,1,周日063,2018-03-19,3.72
4.50,,达拉斯FC,3:0,西雅图海湾人,20180319062,3.60,3,周日062,2018-03-19,1.59
3.35,,安托法加斯塔,3:2,奥伊金斯,20180319061,3.25,3,周日061,2018-03-19,1.91
2.55,,基约塔,0:0,伊基克体育,20180319060,3.15,1,周日060,2018-03-19,2.38
1.75,,图库曼竞技,1:1,博卡青年,20180319059,3.20,1,周日059,2018-03-19,4.10
11.00,,里斯本竞技,2:0,里奥阿维,20180319058,5.25,3,周日058,2018-03-19,1.18
3.62,,马赛,2:3,里昂,20180319057,3.40,0,周日057,2018-03-19,1.79
--,,皇家马德里,6:3,赫罗纳,20180319056,--,3,周日056,2018-03-19,--
15.00,,那不勒斯,1:0,热那亚,20180319055,6.20,3,周日055,2018-03-19,1.11
9.50,,拉齐奥,1:1,博洛尼亚,20180319054,5.05,1,周日054,2018-03-19,1.21
1.28,,布拉干蒂诺,3:2,科林蒂安,20180319053,4.25,3,周日053,2018-03-19,8.85
3.65,,瓦勒伦加,2:1,奥德,20180319052,3.30,3,周日052,2018-03-19,1.81
12.50,,曼彻斯特联,2:0,布赖顿,20180318089,5.35,3,周六089,2018-03-18,1.16
6.50,,纽约城,2:0,奥兰多城,20180318088,4.50,3,周六088,2018-03-18,1.33
2.20,,蒙特利尔冲击,1:0,多伦多FC,20180318087,3.35,3,周六087,2018-03-18,2.66
4.82,,拉普拉塔大学生,0:1,戈多伊克鲁斯,20180319051,3.20,0,周日051,2018-03-19,1.64
1.77,,沙维什,1:4,布拉加,20180319050,3.30,0,周日050,2018-03-19,3.82
1.81,,比利亚雷亚尔,2:1,马德里竞技,20180319049,3.12,3,周日049,2018-03-19,3.90
6.55,,维戈塞尔塔,0:0,马拉加,20180319048,4.15,1,周日048,2018-03-19,1.36
3.58,,AIK索尔纳,0:2,佐加顿斯,20180319047,3.15,0,周日047,2018-03-19,1.88
1.54,,圣卡埃塔诺,1:0,圣保罗,20180318086,3.55,3,周六086,2018-03-18,5.05
3.38,,亚眠,1:1,特鲁瓦,20180318085,2.95,1,周六085,2018-03-18,2.02
5.40,,蒙彼利埃,2:2,第戎,20180318084,3.30,1,周六084,2018-03-18,1.56
4.06,,图卢兹,2:2,斯特拉斯堡,20180318083,3.05,1,周六083,2018-03-18,1.80
4.20,,昂热,3:0,卡昂,20180318082,3.05,3,周六082,2018-03-18,1.78
6.50,,维迪斯,0:0,赫拉克勒斯,20180318081,4.50,1,周六081,2018-03-18,1.33
13.00,,PSV埃因霍温,3:0,芬洛,20180318080,6.30,3,周六080,2018-03-18,1.12
2.80,,圣胡安圣马丁,3:0,拉普拉塔体操,20180318079,2.85,3,周六079,2018-03-18,2.38
1.13,,费伦斯,0:2,本菲卡,20180318078,5.80,0,周六078,2018-03-18,14.00
2.63,,费城联合,0:0,哥伦布机员,20180318077,3.40,1,周六077,2018-03-18,2.20
2.37,,普埃布拉,0:1,桑托斯拉古纳,20180317031,3.00,0,周五031,2018-03-17,2.68
5.28,,科隆竞技,1:2,拉努斯,20180317030,3.30,0,周五030,2018-03-17,1.57
2.82,,特木科体育,3:2,巴勒斯坦人,20180317029,3.30,3,周五029,2018-03-17,2.12
2.32,,明尼苏达联,2:1,芝加哥火焰,20180318076,3.45,3,周六076,2018-03-18,2.45
2.65,,华盛顿联,2:2,休斯敦迪纳摩,20180318075,3.30,1,周六075,2018-03-18,2.23
3.95,,特温特,2:2,威廉二世,20180318074,3.65,1,周六074,2018-03-18,1.66
5.05,,皇家社会,1:2,赫塔费,20180318073,3.60,0,周六073,2018-03-18,1.53
1.88,,沃尔夫斯堡,0:1,沙尔克04,20180318072,3.05,0,周六072,2018-03-18,3.72
6.90,,罗萨里奥中央,3:1,查卡里塔青年,20180317028,3.85,3,周五028,2018-03-17,1.38
2.76,,塞图巴尔,1:1,波尔蒂芒尼斯,20180317027,3.10,1,周五027,2018-03-17,2.25
2.10,,莱万特,2:1,埃瓦尔,20180317026,3.00,3,周五026,2018-03-17,3.13
1.71,,圣约翰斯通,1:1,希伯尼安,20180317025,3.20,1,周五025,2018-03-17,4.30
11.50,,摩纳哥,2:1,里尔,20180317024,5.80,3,周五024,2018-03-17,1.15
1.58,,博尔顿,1:0,阿斯顿维拉,20180318071,3.37,3,周六071,2018-03-18,5.00
14.50,,利物浦,5:0,沃特福德,20180318070,7.00,3,周六070,2018-03-18,1.09
2.65,,厄斯特松德,0:1,马尔默,20180318069,3.30,0,周六069,2018-03-18,2.23
11.25,,罗森博格,2:2,克里斯蒂安松,20180318068,5.60,1,周六068,2018-03-18,1.16
3.30,,水原三星,1:1,浦项制铁,20180318012,3.20,1,周日012,2018-03-18,1.95
2.00,,神户胜利船,2:0,大阪樱花,20180318011,3.40,3,周日011,2018-03-18,2.98
4.50,,浦和红钻,0:1,横滨水手,20180318010,3.85,0,周日010,2018-03-18,1.55
2.60,,阿德莱德联,1:1,墨尔本城,20180316001,3.28,1,周五001,2018-03-16,2.28
3.60,,塞阿拉,1:1,巴拉纳竞技,20180316012,2.95,1,周四012,2018-03-16,1.95
2.66,,弗赖堡,1:2,斯图加特,20180317023,2.80,0,周五023,2018-03-17,2.52
2.15,,瓦尔韦克,1:1,马斯特里赫特,20180317022,3.45,1,周五022,2018-03-17,2.67
3.20,,埃因霍温青年队,2:1,福伦丹,20180317021,3.70,3,周五021,2018-03-17,1.83
2.26,,阿尔克马尔青年队,4:1,阿尔梅勒城,20180317020,3.65,3,周五020,2018-03-17,2.42
2.24,,前进之鹰,1:1,特尔斯达,20180317019,3.65,1,周五019,2018-03-17,2.45
3.52,,乌迪内斯,1:2,萨索洛,20180318067,3.20,0,周六067,2018-03-18,1.88
2.38,,坦珀利,1:2,飓风,20180318066,2.70,0,周六066,2018-03-18,2.95
3.70,,阿根廷青年人,1:0,纽维尔老男孩,20180318065,3.00,3,周六065,2018-03-18,1.90
2.18,,喀山红宝石,1:2,莫斯科斯巴达,20180318064,2.92,0,周六064,2018-03-18,3.05
3.20,,安郅马哈奇卡拉,2:0,托斯诺,20180318063,2.85,3,周六063,2018-03-18,2.15
3.50,,广岛三箭,0:0,磐田喜悦,20180318009,3.30,1,周日009,2018-03-18,1.85
1.75,,鸟栖沙岩,0:1,鹿岛鹿角,20180318008,3.40,0,周日008,2018-03-18,3.80
1.95,,大阪钢巴,2:2,柏太阳神,20180318007,3.35,1,周日007,2018-03-18,3.15
3.15,,东京FC,1:0,湘南海洋,20180318006,3.10,3,周日006,2018-03-18,2.05
6.85,,墨尔本胜利,5:2,中央海岸水手,20180318005,4.80,3,周日005,2018-03-18,1.29
9.10,,阿根廷独立,1:0,波哥大百万富翁,20180316011,4.00,3,周四011,2018-03-16,1.30
4.80,,桑托斯,3:1,蒙得维的亚国民,20180316010,3.25,3,周四010,2018-03-16,1.63
8.35,,最强者,1:0,佩纳罗尔,20180316009,4.50,3,周四009,2018-03-16,1.27
4.75,,里昂,2:3,莫斯科中央陆军,20180316008,3.50,0,周四008,2018-03-16,1.58
2.06,,萨尔茨堡,0:0,多特蒙德,20180316007,3.60,1,周四007,2018-03-16,2.73
2.00,,奥斯,1:2,福图纳锡塔德,20180317018,3.67,0,周五018,2018-03-17,2.80
6.35,,埃门,0:0,海尔蒙特,20180317017,4.45,1,周五017,2018-03-17,1.34
4.72,,埃因霍温FC,5:2,乌德勒支青年队,20180317016,4.30,3,周五016,2018-03-17,1.46
3.11,,登博思,4:1,多德勒支,20180317015,3.55,3,周五015,2018-03-17,1.90
2.76,,格拉夫夏普,2:4,阿贾克斯青年队,20180317014,3.85,0,周五014,2018-03-17,1.97
3.12,,埃斯托里尔,1:1,费雷拉,20180318062,3.05,1,周六062,2018-03-18,2.08
3.20,,通德拉,1:2,马里迪莫,20180318061,2.90,0,周六061,2018-03-18,2.12
3.75,,波尔多,0:2,雷恩,20180318060,3.05,0,周六060,2018-03-18,1.87
3.05,,蔚山现代,0:1,济州联,20180318004,3.00,0,周日004,2018-03-18,2.14
5.00,,全北现代,2:1,首尔FC,20180318003,3.75,3,周日003,2018-03-18,1.51
2.62,,清水鼓动,1:1,仙台七夕,20180318002,3.20,1,周日002,2018-03-18,2.30
3.45,,札幌冈萨多,2:1,长崎航海,20180318001,3.25,3,周日001,2018-03-18,1.88
2.50,,瓜达拉哈拉,0:0,老虎大学,20180318107,2.95,1,周六107,2018-03-18,2.57
1.76,,莱切斯特城,1:1,切尔西,20180319042,3.40,1,周日042,2018-03-19,3.75
1.96,,兵工厂,1:1,萨斯菲尔德,20180319041,2.95,1,周日041,2018-03-19,3.58
3.97,,阿森纳,3:1,AC米兰,20180316006,3.55,3,周四006,2018-03-16,1.68
2.47,,圣彼得堡泽尼特,1:1,莱比锡红牛,20180316005,3.30,1,周四005,2018-03-16,2.37
2.52,,比尔森,2:0,里斯本竞技,20180316004,3.18,3,周四004,2018-03-16,2.40
1.99,,基辅迪纳摩,0:2,拉齐奥,20180316003,3.35,0,周四003,2018-03-16,3.05
2.77,,毕尔巴鄂竞技,1:2,马赛,20180316002,3.25,0,周四002,2018-03-16,2.17
1.70,,坎布尔,1:1,奈梅亨,20180317013,3.75,1,周五013,2018-03-17,3.65
2.76,,SBV精英,1:2,海牙,20180317012,3.20,0,周五012,2018-03-17,2.20
2.17,,瓦朗谢纳,2:4,巴黎FC,20180317011,2.85,0,周五011,2018-03-17,3.15
2.00,,奎维利鲁昂,4:1,欧塞尔,20180317010,3.30,3,周五010,2018-03-17,3.06
2.75,,沙托鲁,2:1,勒阿弗尔,20180317009,2.95,3,周五009,2018-03-17,2.35
2.50,,鸟栖沙岩,0:2,神户胜利船,20180314010,3.20,0,周三010,2018-03-14,2.40
4.50,,浦和红钻,1:4,大阪钢巴,20180314009,3.95,0,周三009,2018-03-14,1.53
4.45,,广岛三箭,2:1,名古屋鲸八,20180314008,3.75,3,周三008,2018-03-14,1.57
3.26,,内卡萨,1:1,帕丘卡,20180318106,3.10,1,周六106,2018-03-18,2.00
3.20,,墨西哥美洲,1:2,托卢卡,20180318105,3.15,0,周六105,2018-03-18,2.01
3.25,,莱昂,2:2,普埃布拉大学,20180318104,3.50,1,周六104,2018-03-18,1.87
5.60,,蒙特雷,3:1,克雷塔罗,20180318103,3.85,3,周六103,2018-03-18,1.45
2.86,,皇家盐湖城,1:0,纽约红牛,20180318102,3.40,3,周六102,2018-03-18,2.06
3.30,,吉马良斯,2:1,阿维斯,20180319040,3.20,3,周日040,2018-03-19,1.95
2.96,,摩雷伦斯,2:1,比兰尼塞斯,20180319039,2.80,3,周日039,2018-03-19,2.30
5.38,,圣埃蒂安,2:0,甘冈,20180319038,3.55,3,周日038,2018-03-19,1.51
1.56,,兹沃勒,3:4,费耶诺德,20180318037,3.75,0,周日037,2018-03-18,4.50
4.15,,索肖,0:0,图尔,20180317008,3.60,1,周五008,2018-03-17,1.64
6.45,,洛里昂,3:1,奥尔良,20180317007,4.00,3,周五007,2018-03-17,1.38
4.37,,克莱蒙,2:0,南锡,20180317006,3.20,3,周五006,2018-03-17,1.70
2.95,,布尔格,0:1,尼奥尔,20180317005,3.35,0,周五005,2018-03-17,2.04
2.25,,阿雅克肖GFCO,0:1,阿雅克肖,20180317004,2.93,0,周五004,2018-03-17,2.92
2.62,,横滨水手,0:0,仙台七夕,20180314007,3.20,1,周三007,2018-03-14,2.30
2.58,,长崎航海,2:1,湘南海洋,20180314006,3.00,3,周三006,2018-03-14,2.45
2.00,,甲府风林,1:0,清水鼓动,20180314005,3.15,3,周三005,2018-03-14,3.21
2.45,,札幌冈萨多,0:1,磐田喜悦,20180314004,3.20,0,周三004,2018-03-14,2.45
6.10,,东京FC,1:0,新泻天鹅,20180314003,3.70,3,周三003,2018-03-14,1.44
5.50,,堪萨斯城竞技,3:2,圣何塞地震,20180318101,3.80,3,周六101,2018-03-18,1.46
6.00,,亚特兰大联,4:1,温哥华白帽,20180318100,4.40,3,周六100,2018-03-18,1.36
3.08,,库里科联,3:0,奥达科斯意大利人,20180318099,3.25,3,周六099,2018-03-18,2.01
4.35,,蓝十字,1:1,美洲狮,20180318098,3.50,1,周六098,2018-03-18,1.63
3.60,,铁路工场,1:0,防御与正义,20180318097,2.90,3,周六097,2018-03-18,1.98
4.15,,德黑兰独立,1:1,阿布扎比艾因,20180312005,3.00,1,周一005,2018-03-12,1.80
2.50,,赖扬,2:1,利雅得希拉尔,20180312004,3.35,3,周一004,2018-03-12,2.32
2.04,,阿布扎比瓦赫达,3:0,扎巴汉,20180312003,3.30,3,周一003,2018-03-12,2.97
--,,巴塞罗那,2:0,毕尔巴鄂竞技,20180318036,--,3,周日036,2018-03-18,--
2.08,,康塞普西翁大学,2:1,科洛科洛,20180318035,3.30,3,周日035,2018-03-18,2.89
1.48,,科隆,2:0,勒沃库森,20180318034,4.10,3,周日034,2018-03-18,4.77
1.27,,马瑟韦尔,0:0,凯尔特人,20180318033,4.65,1,周日033,2018-03-18,7.90
9.25,,竞技俱乐部,5:0,天主教青年会,20180318032,4.65,3,周日032,2018-03-18,1.24
5.95,,基尔,2:1,海登海姆,20180317003,4.22,3,周五003,2018-03-17,1.38
3.35,,杜塞尔多夫,4:2,比勒费尔德,20180317002,3.35,3,周五002,2018-03-17,1.88
1.96,,济州联,0:2,广州恒大,20180314002,3.37,0,周三002,2018-03-14,3.10
7.00,,大阪樱花,2:2,布里兰,20180314001,4.40,1,周三001,2018-03-14,1.32
5.60,,桑托斯拉古纳,1:0,克雷塔罗,20180314030,3.85,3,周二030,2018-03-14,1.45
6.90,,老虎大学,3:2,多伦多FC,20180314029,4.10,3,周二029,2018-03-14,1.35
1.92,,萨卡特佩克,1:1,莱昂,20180314028,3.35,1,周二028,2018-03-14,3.25
1.47,,新奥里藏蒂诺,0:3,帕尔梅拉斯,20180318096,3.80,0,周六096,2018-03-18,5.40
7.50,,圣洛伦索,2:0,奥林匹奥,20180318095,4.00,3,周六095,2018-03-18,1.34
--,,波尔图,2:0,博阿维斯塔,20180318094,--,3,周六094,2018-03-18,--
2.32,,亨克,0:0,标准列日,20180318093,3.05,1,周六093,2018-03-18,2.70
2.55,,海伦芬,2:2,乌德勒支,20180318092,3.35,1,周六092,2018-03-18,2.28
7.35,,巴伦西亚,3:1,阿拉维斯,20180317059,4.46,3,周六059,2018-03-17,1.30
2.40,,埃弗顿VM,0:1,智利大学,20180317058,3.30,0,周六058,2018-03-17,2.44
3.75,,罗斯郡,2:2,汉密尔顿,20180317057,3.25,1,周六057,2018-03-17,1.80
10.00,,厄斯特松德,1:0,哥德堡盖斯,20180312048,5.50,3,周日048,2018-03-12,1.18
3.30,,马里迪莫,4:2,塞图巴尔,20180312047,2.90,3,周日047,2018-03-12,2.08
10.20,,里昂,1:0,卡昂,20180312046,4.88,3,周日046,2018-03-12,1.21
1.89,,乌拉尔,0:2,莫斯科火车头,20180312002,2.95,0,周一002,2018-03-12,3.82
2.12,,塔什干火车头,1:2,多哈杜海勒,20180312001,3.55,0,周一001,2018-03-12,2.66
5.55,,阿根廷独立,2:1,阿根廷青年人,20180312073,3.30,3,周日073,2018-03-12,1.55
2.45,,桑托斯拉古纳,3:2,蒙特雷,20180312072,3.20,3,周日072,2018-03-12,2.45
2.95,,萨斯菲尔德,2:2,罗萨里奥中央,20180312071,2.98,1,周日071,2018-03-12,2.20
1.96,,梅斯,1:1,南特,20180318031,2.95,1,周日031,2018-03-18,3.57
1.33,,维罗纳,0:5,亚特兰大,20180318030,4.45,0,周日030,2018-03-18,6.60
2.58,,都灵,1:2,佛罗伦萨,20180318029,2.85,0,周日029,2018-03-18,2.56
1.51,,克罗托内,0:2,罗马,20180318028,3.70,0,周日028,2018-03-18,5.10
9.40,,AC米兰,3:2,切沃,20180318027,4.75,3,周日027,2018-03-18,1.23
4.90,,瓦斯科达伽马,0:1,智利大学,20180314027,3.35,0,周二027,2018-03-14,1.60
5.25,,波特诺山丘,2:1,捍卫者竞技,20180314026,3.45,3,周二026,2018-03-14,1.54
2.62,,纽约红牛,3:1,蒂华纳,20180314025,3.05,3,周二025,2018-03-14,2.38
3.38,,图库曼竞技,0:2,亚松森自由,20180314024,3.00,0,周二024,2018-03-14,2.00
2.10,,基尔马诺克,0:0,阿伯丁,20180314023,2.95,1,周二023,2018-03-14,3.18
3.15,,波尔蒂芒尼斯,2:1,吉马良斯,20180311018,3.30,3,周日018,2018-03-11,1.97
2.70,,格罗宁根,2:0,兹沃勒,20180311017,3.30,3,周日017,2018-03-11,2.20
8.40,,佛罗伦萨,1:0,贝内文托,20180311016,4.90,3,周日016,2018-03-11,1.24
3.11,,皇家贝蒂斯,3:0,西班牙人,20180318091,3.15,3,周六091,2018-03-18,2.04
1.19,,费拉拉SPAL,0:0,尤文图斯,20180318090,4.90,1,周六090,2018-03-18,11.70
3.70,,哈茨,3:0,帕尔蒂克,20180317056,3.00,3,周六056,2018-03-17,1.90
7.85,,格拉斯哥流浪者,0:1,基尔马诺克,20180317055,4.30,0,周六055,2018-03-17,1.30
6.00,,阿伯丁,1:0,邓迪FC,20180317054,3.95,3,周六054,2018-03-17,1.41
2.63,,斯肯索普,1:2,什鲁斯伯里,20180317053,2.90,0,周六053,2018-03-17,2.47
3.60,,罗奇代尔,1:1,AFC温布尔登,20180317052,3.15,1,周六052,2018-03-17,1.88
1.33,,伯恩茅斯,1:4,托特纳姆热刺,20180312045,4.45,0,周日045,2018-03-12,6.55
3.05,,费耶诺德,2:1,阿尔克马尔,20180311044,3.45,3,周日044,2018-03-11,1.96
9.65,,马德里竞技,3:0,维戈塞尔塔,20180311043,4.55,3,周日043,2018-03-11,1.24
2.22,,斯图加特,0:0,莱比锡红牛,20180311042,3.15,1,周日042,2018-03-11,2.77
2.32,,诺丁汉森林,0:0,德比郡,20180311041,3.10,1,周日041,2018-03-11,2.66
5.90,,纽约城,2:1,洛杉矶银河,20180312070,4.25,3,周日070,2018-03-12,1.38
1.15,,费雷拉,1:0,波尔图,20180312069,5.55,3,周日069,2018-03-12,12.50
2.70,,飓风,1:1,圣洛伦索,20180312068,2.75,1,周日068,2018-03-12,2.53
2.25,,拉努斯,0:0,拉普拉塔大学生,20180312067,2.80,1,周日067,2018-03-12,3.05
7.20,,圣保罗,3:1,巴西红牛,20180312066,4.00,3,周日066,2018-03-12,1.35
3.40,,博阿维斯塔,1:0,埃斯托里尔,20180311086,3.05,3,周六086,2018-03-11,1.97
2.02,,奥林匹奥,0:3,科隆竞技,20180311085,2.95,0,周六085,2018-03-11,3.40
1.71,,查卡里塔青年,1:1,竞技俱乐部,20180311084,3.25,1,周六084,2018-03-11,4.25
2.70,,贝内文托,1:2,卡利亚里,20180318026,3.20,0,周日026,2018-03-18,2.24
1.15,,鹿特丹斯巴达,2:5,阿贾克斯,20180318025,6.10,0,周日025,2018-03-18,10.50
4.65,,布雷达,0:1,罗达JC,20180318024,3.85,0,周日024,2018-03-18,1.53
1.83,,维冈竞技,0:2,南安普敦,20180318023,3.25,0,周日023,2018-03-18,3.63
4.10,,因戈尔施塔特,4:2,德累斯顿,20180318022,3.45,3,周日022,2018-03-18,1.68
3.58,,罗奇代尔,0:0,南安联,20180314022,3.15,1,周二022,2018-03-14,1.88
1.81,,米尔顿凯恩斯,3:2,罗瑟汉姆,20180314021,3.30,3,周二021,2018-03-14,3.65
2.37,,贝里,0:1,彼得堡联,20180314020,3.25,0,周二020,2018-03-14,2.50
2.80,,布莱克浦,1:0,查尔顿,20180314019,3.10,3,周二019,2018-03-14,2.23
9.60,,狼队,3:0,雷丁,20180314018,4.70,3,周二018,2018-03-14,1.23
2.17,,罗斯托夫,0:0,圣彼得堡泽尼特,20180311015,2.78,1,周日015,2018-03-11,3.25
2.50,,西班牙人,2:1,皇家社会,20180311014,3.10,3,周日014,2018-03-11,2.46
3.55,,首尔FC,1:2,江原FC,20180311013,3.22,0,周日013,2018-03-11,1.86
2.35,,湘南海洋,0:0,名古屋鲸八,20180311012,3.35,1,周日012,2018-03-11,2.48
5.00,,横滨FC,3:0,爱媛FC,20180311011,3.75,3,周日011,2018-03-11,1.51
2.55,,普利茅斯,3:2,布里斯托尔流浪,20180317051,3.10,3,周六051,2018-03-17,2.42
2.30,,牛津联,2:1,彼得堡联,20180317050,3.35,3,周六050,2018-03-17,2.53
2.53,,奥德汉姆,0:2,朴次茅斯,20180317049,2.95,0,周六049,2018-03-17,2.53
1.72,,北安普敦,0:3,罗瑟汉姆,20180317048,3.40,0,周六048,2018-03-17,3.95
2.82,,米尔顿凯恩斯,2:1,贝里,20180317047,3.10,3,周六047,2018-03-17,2.21
2.48,,甘冈,2:5,尼斯,20180311040,3.00,0,周日040,2018-03-11,2.55
3.80,,萨索洛,1:1,费拉拉SPAL,20180311039,3.00,1,周日039,2018-03-11,1.88
13.50,,尤文图斯,2:0,乌迪内斯,20180311038,5.60,3,周日038,2018-03-11,1.14
2.42,,克罗托内,4:1,桑普多利亚,20180311037,2.95,3,周日037,2018-03-11,2.65
1.38,,卡利亚里,2:2,拉齐奥,20180311036,4.15,1,周日036,2018-03-11,6.10
1.90,,伊图阿诺,0:3,帕尔梅拉斯,20180312065,3.15,0,周日065,2018-03-12,3.50
1.62,,图卢兹,1:2,马赛,20180312064,3.35,0,周日064,2018-03-12,4.70
4.45,,毕尔巴鄂竞技,2:0,莱加内斯,20180312063,3.00,3,周日063,2018-03-12,1.75
1.73,,国际米兰,0:0,那不勒斯,20180312062,3.45,1,周日062,2018-03-12,3.85
5.20,,亚特兰大联,3:1,华盛顿联,20180312061,4.20,3,周日061,2018-03-12,1.43
3.35,,卡利美洲,0:3,防御与正义,20180309012,2.70,0,周四012,2018-03-09,2.17
4.30,,帕尔梅拉斯,2:0,圣保罗,20180309011,3.35,3,周四011,2018-03-09,1.67
6.20,,兰普拉青年,4:0,卡哈马卡大学,20180309010,3.60,3,周四010,2018-03-09,1.45
5.75,,维冈竞技,3:3,斯肯索普,20180310056,3.70,1,周六056,2018-03-10,1.46
2.95,,南安联,0:0,唐卡斯特,20180310055,3.15,1,周六055,2018-03-10,2.12
5.20,,什鲁斯伯里,2:0,沃尔索尔,20180310054,3.20,3,周六054,2018-03-10,1.60
2.28,,罗达JC,0:2,鹿特丹斯巴达,20180311083,3.30,0,周六083,2018-03-11,2.58
1.21,,马拉加,0:2,巴塞罗那,20180311082,5.00,0,周六082,2018-03-11,9.70
2.09,,维罗纳,1:0,切沃,20180311081,3.15,3,周六081,2018-03-11,3.00
2.32,,里尔,1:1,蒙彼利埃,20180311080,2.85,1,周六080,2018-03-11,2.88
3.35,,雷恩,1:1,圣埃蒂安,20180311079,3.00,1,周六079,2018-03-11,2.01
3.35,,拉普拉塔体操,0:2,班菲尔德,20180310029,2.82,0,周五029,2018-03-10,2.10
7.20,,布拉加,3:0,摩雷伦斯,20180310028,4.30,3,周五028,2018-03-10,1.32
--,,拜仁慕尼黑,6:0,汉堡,20180310026,--,3,周六026,2018-03-10,--
3.30,,巴黎FC,2:0,索肖,20180310025,2.95,3,周六025,2018-03-10,2.05
2.04,,莫斯科迪纳摩,0:0,克拉斯诺达尔,20180310024,2.98,1,周六024,2018-03-10,3.30
3.35,,不伦瑞克,3:2,杜伊斯堡,20180318021,3.25,3,周日021,2018-03-18,1.91
4.15,,纽伦堡,1:1,达姆施塔特,20180318020,3.45,1,周日020,2018-03-18,1.67
6.40,,多特蒙德,1:0,汉诺威96,20180318019,4.65,3,周日019,2018-03-18,1.32
1.20,,尼斯,1:2,巴黎圣日尔曼,20180318018,5.40,0,周日018,2018-03-18,9.00
7.15,,谢菲尔德联,2:0,伯顿,20180314017,3.85,3,周二017,2018-03-14,1.37
2.55,,布伦特福德,1:3,加的夫城,20180314016,3.20,0,周二016,2018-03-14,2.36
2.32,,巴恩斯利,1:1,诺维奇,20180314015,2.98,1,周二015,2018-03-14,2.76
6.45,,阿斯顿维拉,1:3,女王公园巡游者,20180314014,3.85,0,周二014,2018-03-14,1.40
2.47,,伊普斯维奇,0:3,赫尔城,20180314013,2.95,0,周二013,2018-03-14,2.60
2.30,,全南天龙,2:3,浦项制铁,20180311010,3.20,0,周日010,2018-03-11,2.62
1.84,,金泽塞维根,0:1,福冈黄蜂,20180311009,3.25,0,周日009,2018-03-11,3.60
2.45,,东京绿茵,2:1,松本山雅,20180311008,3.05,3,周日008,2018-03-11,2.55
2.27,,枥木SC,2:5,山口雷诺法,20180311007,3.20,0,周日007,2018-03-11,2.66
3.70,,新泻天鹅,1:1,京都不死鸟,20180311006,3.20,1,周日006,2018-03-11,1.83
1.74,,博洛尼亚,0:1,亚特兰大,20180311035,3.20,0,周日035,2018-03-11,4.15
5.40,,梅赫伦,2:0,贝弗伦,20180311034,4.55,3,周日034,2018-03-11,1.38
1.73,,圣图尔登,0:1,布鲁日,20180311033,3.50,0,周日033,2018-03-11,3.78
2.05,,洛克伦,0:2,聚尔特瓦雷赫姆,20180311032,3.55,0,周日032,2018-03-11,2.78
4.45,,安德莱赫特,2:1,安特卫普,20180311031,3.92,3,周日031,2018-03-11,1.54
2.10,,萨尔普斯堡,1:0,罗森博格,20180312060,3.20,3,周日060,2018-03-12,2.95
2.17,,美洲狮,0:1,托卢卡,20180312059,3.22,0,周日059,2018-03-12,2.80
4.00,,比兰尼塞斯,0:0,通德拉,20180312058,3.10,1,周日058,2018-03-12,1.80
2.02,,拉斯帕尔马斯,0:2,比利亚雷亚尔,20180312057,3.20,0,周日057,2018-03-12,3.11
5.05,,斯特罗姆加斯特,2:2,斯塔贝克,20180312056,3.85,1,周日056,2018-03-12,1.49
2.71,,圭亚那矿工,0:0,亚松森国民,20180309009,2.78,1,周四009,2018-03-09,2.50
7.30,,拉齐奥,2:2,基辅迪纳摩,20180309008,4.30,1,周四008,2018-03-09,1.32
6.15,,里斯本竞技,2:0,比尔森,20180309007,3.55,3,周四007,2018-03-09,1.46
5.40,,莱比锡红牛,2:1,圣彼得堡泽尼特,20180309006,3.60,3,周四006,2018-03-09,1.50
4.70,,马赛,3:1,毕尔巴鄂竞技,20180309005,3.35,3,周四005,2018-03-09,1.62
4.10,,罗瑟汉姆,0:1,罗奇代尔,20180310053,3.60,0,周六053,2018-03-10,1.65
4.70,,朴次茅斯,1:3,吉灵汉姆,20180310052,3.35,0,周六052,2018-03-10,1.62
2.70,,彼得堡联,4:1,查尔顿,20180310051,3.30,3,周六051,2018-03-10,2.20
2.55,,福利特伍德,1:1,普利茅斯,20180310050,3.05,1,周六050,2018-03-10,2.45
2.43,,贝里,2:2,奥德汉姆,20180310049,3.10,1,周六049,2018-03-10,2.53
6.30,,南特,1:0,特鲁瓦,20180311078,3.45,3,周六078,2018-03-11,1.47
4.45,,波尔多,0:0,昂热,20180311077,3.20,1,周六077,2018-03-11,1.69
